No;Dummy_1;Income;Cost;Labour;land_prep;Other_costs;Throughput;Fertilizer_total;Fertilizer_ha;Input;Education;Age;Access_to_credit;Distance_to_capital;Erosion_awareness;Distance_to_market;Association;Number_of_extension_contacts;Number_of_network_members;Land_holding;Farm_size;Machinery;Dummy_2;Soil_quality;Headcount_index;Poverty_gap;Poverty_severity;Eastern;Western;Southern;Central
108;0;3900;1720;180;150;50;0.988372087;0.02;0.01;1.950000048;7;71;0;7;0;5;0;7;14;4;2;1;0;0;1;0.778892219;0.606673062;0;1;0;0
109;0;7150;6705.02002;170;200;1888.01001;0.28623271;4500;1800;2.200000048;0;45;0;7;0;3;0;5;10;1.200000048;2.5;0;0;0;1;0.270344108;0.073085934;0;1;0;0
110;1;9425;6430.009766;180;200;2370.01001;0.509718537;4560;2280;3.630000114;6;55;1;8;1;8;1;7;3;4;2;1;1;1;1;0.528300881;0.279101819;0;0;1;0
111;1;2730;1102.52002;160;100;1530.040039;1.541849494;750;1500;4.199999809;6;38;1;7;1;2;0;2;1;3;0.5;0;1;0;1;0.892163813;0.795956254;0;0;0;1
112;0;2000;1850.02002;150;300;900.0200195;0.25404048;840;840;2;9;61;0;7;0;3;0;1;7;2.5;1;0;0;0;1;0.829917014;0.688762248;0;1;0;0
113;1;10075;7805.02002;210;250;2962.51001;0.420401871;5805;2902.5;3.880000114;6;55;1;8;1;0;1;7;1;7;2;1;1;0;1;0.495770007;0.245787904;0;0;1;0
114;0;2800;2240.040039;170;300;185.0200043;0.449764282;370.0100098;185.0050049;1.399999976;7;50;0;8;0;8;0;2;5;6.75;2;0;0;0;1;0.875437021;0.766389966;0;0;1;0
115;1;4960;2265.01001;150;200;760.0100098;1.106688261;1000;666.666687;2.670000076;0;51;1;8;1;7;1;6;7;8;1.5;1;1;0;1;0.779345512;0.607379436;0;0;1;0
116;0;3250;2836.030029;165;200;558.0200195;0.382926136;1116;558;1.629999995;4;60;0;8;0;4;0;5;10;5.5;2;0;0;0;1;0.814108729;0.662773013;0;0;1;0
117;1;11830;8505.009766;160;225;1216.25;0.294789493;4560;1140;2.279999971;2;50;1;8;1;4;1;8;6;4.75;4;1;1;1;1;0.052698102;0.00277709;0;0;1;0
118;1;5525;4005.02002;170;200;3150.02002;0.463163733;3040;3040;4.25;9;61;1;7;1;0;1;7;8;13.5;1;1;1;0;1;0.557578802;0.310894132;0;0;1;0
119;0;4420;1860;185;200;65;1.036290288;0.02;0.01;1.700000048;5;51;0;8;0;8;0;4;14;15.5;2;0;0;0;1;0.80336827;0.645400584;0;0;1;0
120;0;4420;4070.030029;220;200;1120.02002;0.343975335;2240;1120;1.700000048;5;72;1;8;0;8;1;6;10;8.25;2;0;0;0;1;0.80336827;0.645400584;0;0;1;0
121;0;5005;4530.02002;200;250;1227.51001;0.341057003;2280;1140;1.929999948;4;33;0;8;0;8;0;5;12;2.75;2;0;0;0;1;0.49902311;0.249024063;0;0;1;0
122;0;4355;4112.529785;220;250;1000.02002;0.328110695;2000;1000;1.679999948;3;43;0;8;0;4;0;3;5;4.75;2;0;0;0;1;0.782042503;0.611590505;0;0;1;0
123;0;1950;1524.030029;190;150;724.0300293;0.509156644;724;724;1.5;7;53;0;8;0;4;0;4;12;12.75;1;0;0;0;1;0.888465226;0.789370477;0;0;1;0
124;0;14300;8010.040039;180;220;80;0.190871567;0.02;0.002222222;1.220000029;6;39;0;7;0;4;0;8;2;17;9;0;0;0;1;0.0457583;0.002093822;0;0;1;0
125;0;4485;3810.030029;210;200;1110.02002;0.389101923;2220;1110;1.730000019;6;41;0;8;0;4;1;6;3;5;2;0;0;0;1;0.700715125;0.491001695;0;0;1;0
126;0;3575;2870.030029;170;150;600.0200195;0.436403096;1200;600;1.379999995;5;52;0;8;1;8;0;2;5;2;2;0;0;0;1;0.821079671;0.674171805;0;0;1;0
127;0;3200;3040.030029;150;250;660.0200195;0.327296108;1320;660;1.600000024;8;40;0;8;1;4;0;1;7;9;2;0;0;0;1;0.839847624;0.705344021;0;0;1;0
128;0;14170;7605.040039;165;200;66.66999817;0.199721351;0.02;0.002222222;1.210000038;7;33;0;8;0;1;0;9;6;4;9;0;0;0;1;0.369622111;0.136620507;0;0;1;0
129;0;3120;1267.5;160;150;70;1.367521405;0.02;0.013333333;1.600000024;7;41;1;8;0;1;1;3;7;3.5;1.5;0;0;0;1;0.821544409;0.674935222;0;0;1;0
130;1;24000;6555.029785;170;150;84.37999725;0.448617697;0.02;0.0025;3;9;36;1;8;1;0;1;8;8;3.5;8;1;0;0;0;0;0;0;0;1;0
131;0;1150;1007.530029;185;350;1000.059998;-1.032346368;500;1000;2.299999952;7;29;0;8;0;1;0;2;5;12;0.5;0;0;0;1;0.884890378;0.783030987;0;0;1;0
132;0;8700;8560.019531;220;250;1180.01001;0.202978224;4320;1080;2.180000067;8;43;0;8;0;1;0;6;12;6;4;0;0;0;1;0.502383411;0.252389103;0;0;1;0
133;1;20670;6650.02002;200;200;450;0.593080938;2000;400;3.180000067;4;40;1;8;1;1;1;9;8;5;5;1;0;0;1;0.080457903;0.006473474;0;0;1;0
134;0;24050;15150.01953;160;75;960;0.15082489;8600;860;1.850000024;7;42;0;8;0;8;0;9;3;17;10;0;0;0;0;0;0;0;0;1;0
135;1;62725;51350;170;100;1364;0.0475334;30750;1230;1.929999948;9;37;1;8;1;5;1;1;1;100;25;1;0;0;0;0;0;0;0;1;0
136;0;32500;22210.01953;185;181.25;570.6300049;0.088549197;7800;487.5;1.559999943;8;34;0;8;0;8;0;8;3;6;16;0;0;0;0;0;0;0;0;1;0
137;1;63700;60045;220;100;1440.180054;0.036844704;36400;1300;1.75;10;60;1;8;1;1;1;1;2;20;28;0;0;0;0;0;0;0;0;1;0
138;0;17250;15310.01953;200;250;500;0.105186023;4000;400;1.730000019;8;62;0;8;0;8;0;7;6;4;10;0;0;0;1;0.372129589;0.138480425;0;0;1;0
139;1;61562.5;29496;150;10;535;0.068805151;12000;400;1.639999986;9;41;1;8;1;0;1;2;2;56;30;1;1;0;0;0;0;0;0;1;0
140;1;24700;11615.09961;190;50;518.5100098;0.205968887;4050;405;1.899999976;5;21;1;8;0;0;0;9;7;6;10;1;1;0;0;0;0;1;0;0;0
141;1;19170;8292.509766;180;250;1108.130005;0.525681317;4000;1000;3.380000114;5;32;1;8;1;0;1;3;5;5;4;1;1;1;1;0.052231401;0.002728119;1;0;0;0
142;1;52000;17975.00977;210;103.3300018;538;0.18976967;6320;421.3333435;2.670000076;6;52;1;8;1;0;0;9;2;25;15;0;1;1;0;0;0;0;0;1;0
143;1;96600;46450;170;41.66999817;921.6699829;0.068458311;24000;800;2.299999952;5;70;1;8;1;2;0;2;1;50;30;1;1;1;0;0;0;0;0;1;0
144;1;23800;6898.009766;150;250;485.6000061;0.658752322;1968;393.6000061;3.400000095;10;53;1;8;1;0;1;9;1;20;5;1;1;0;0;0;0;0;1;0;0
145;0;6175;4187.52002;165;100;290;0.270446479;1250;250;0.949999988;0;44;0;8;0;3;0;3;8;5;5;0;0;0;1;0.505529284;0.255559862;0;0;1;0
146;0;1000;810;160;100;50;0.629629612;0.02;0.02;1;5;25;1;8;1;3;1;2;6;3;1;0;1;0;1;0.899904728;0.80982852;0;0;1;0
147;0;5200;2720.030029;160;100;216.6799927;0.567802548;600.0100098;200.0033417;1.330000043;5;49;0;8;0;3;0;4;12;8;3;0;0;0;1;0.768668711;0.590851605;0;0;1;0
148;0;10400;6215.02002;170;61.25;231.25;0.200383916;1050;131.25;1;4;52;0;6;0;3;1;3;4;8;8;0;0;0;1;0.167207196;0.027958246;0;0;1;0
149;0;13000;12100.01953;185;200;460;0.100371741;3600;360;1;4;58;0;8;0;5;0;9;2;5.5;10;0;0;0;1;0.349380612;0.122066811;0;0;1;0
150;1;8750;4620.009766;220;100;660;0.55050385;1620;540;2.920000076;5;51;1;8;1;1;1;7;7;10;3;1;1;0;1;0.562083125;0.31593743;0;0;1;0
151;0;1820;1665.030029;200;150;800.0300293;0.330306351;800;800;1.399999976;6;45;0;8;0;5;0;2;12;4;1;0;0;0;1;0.92713058;0.859571099;0;0;1;0
152;1;5750;2550.01001;160;175;440.0100098;0.944112003;600;300;2.880000114;9;41;1;8;1;0;1;5;10;8;2;0;1;0;1;0.822908282;0.677178025;0;0;1;0
153;0;5850;5310.02002;170;200;1020.01001;0.27809;2700;900;1.5;10;42;0;8;0;5;0;3;12;3.5;3;0;0;0;1;0.707221329;0.500162005;0;0;1;0
154;0;1250;935.039978;185;180;100.0400009;0.695114672;0.02;0.02;1.25;7;27;0;8;0;5;0;1;5;1;1;0;0;0;1;0.916587174;0.840132058;0;0;1;0
